date,rocket_name,launch_site,orbit,payload_mass,satellite_name,outcome
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1961 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1962 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1963 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1964 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1965 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1966 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1967 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1969 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1970 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1971,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1972 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1973 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1974 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1975,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1976 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1977 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1978 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1979 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1980 ,Failure
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1981 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1982 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1983 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1984 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1986 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1987 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1989 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1990 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1991 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1992 ,Failure
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1993 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1994 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1995 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1996 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1997 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1998 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-1999 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2000 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2001 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2002 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2003 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2004 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2005 ,Failure
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2006 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2007 ,Failure
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2008 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2009 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2010 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2011 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2012 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2013 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2014 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2015 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2016 ,Failure
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2017 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2018 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2019 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2020 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2021 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2022 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2024 ,Success
2021-02-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2025 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2026 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2027 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2028 ,Success
2021-04-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2029 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2030 ,Failure
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2031 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2032 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2033 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2034 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2035 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2036 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2037 ,Failure
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2038 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2039 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2040 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2041 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2042 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2043 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2044 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2045 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2046 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2047 ,Success
2021-04-07,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2048 ,Failure
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2049 ,Failure
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2050 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2051 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2052 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2053 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2054 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2055 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2056 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2057 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2058 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2059 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2060 ,Success
2021-04-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2061 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2062 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2063,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2064 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2065 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2066 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2067 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2068 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2069 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2070 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2071 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2076 ,Failure
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2077 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2078 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2081 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2082 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2083 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2084 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2085 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2086 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2087,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2088 ,Failure
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2089 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2090 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2092 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2093 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2094 ,Success
2021-02-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2095 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2096 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2097 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2098 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2099 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2100 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2101 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2102 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2103 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2104 ,Failure
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2105 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2106 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2107 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2108 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2109 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2110 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2111 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2112 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2113 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2114 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2115 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2116 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2117 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2118 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2119 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2120 ,Failure
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2121 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2122 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2123 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2124 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2125 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2126 ,Failure
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2127 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2128 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2129 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2130 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2131 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2132 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2133 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2134 ,Success
2021-01-20,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2135 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2139,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2140 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2141 ,Failure
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2142 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2143 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2144 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2145,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2146 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2147 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2148 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2149 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2150 ,Failure
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2151,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2152 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2153 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2154 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2155,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2156 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2157 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2158 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2159 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2160 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2161 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2162 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2163 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2164 ,Failure
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2166,Failure
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2167,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2168 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2169 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2170 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2171 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2174 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2175 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2178 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2179 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2180 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2181 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2182 ,Failure
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2184 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2185 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2186,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2187,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2188,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2189 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2190,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2191,Failure
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2192 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2193 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2194 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2195 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2196 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2197 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2198 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2209 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2210 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2211 ,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2212 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2213,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2213 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2214,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2215,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2217,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2218 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2219,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2220,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2221,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2222,Success
2021-03-04,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2223 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2224,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2225,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2226 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2227,Failure
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2228,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2229 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2231,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2232,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2233,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2234,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2235,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2236,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2237,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2238,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2240,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2241,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2242,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2243 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2244,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2245,Success
2021-05-09,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2247,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2248,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2249,Failure
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2250,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2251,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2252,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2253,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2254 ,Failure
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2255,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2256,Success
2021-03-11,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2257 ,Success
2021-03-14,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2258 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2260 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2262 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2263 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2264 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2265 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2266 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2267 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2268 ,Success
2021-05-09,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2269,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2270 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2271 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2272 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2273 ,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2274,Success
2021-05-15,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2275,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2278 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2279 ,Success
2021-03-14,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2280 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2282 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2283 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2284 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2285 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2286 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2288 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2290 ,Success
2021-03-14,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2291 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2292 ,Success
2021-03-14,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2293 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2294 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2295 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2296 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2298 ,Failure
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2299 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2300 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2301 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2303 ,Success
2021-03-14,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2304 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2305 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2307 ,Failure
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2308 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2309 ,Success
2021-03-14,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2310 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2312 ,Success
2021-03-11,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2314 ,Success
2021-03-11,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2315 ,Failure
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2317 ,Success
2021-03-11,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2319 ,Success
2021-03-14,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2320 ,Success
2021-03-14,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2321 ,Success
2021-03-11,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2322 ,Failure
2021-03-14,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2323 ,Success
2021-03-14,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2324 ,Success
2021-03-24,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2325 ,Success
2021-03-14,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-2326 ,Success
